:Mots:Transcription Phonétique:Genre Grammatical:Paires Minimales
1:('aède', 'alde'):('aɛd', 'ald'):('Nom', 'Nom'):('ɛ', 'l')
41361:('sarde', 'sari'):('saʁd', 'saʁi'):('Nom', 'Nom'):('d', 'i')
41362:('sarde', 'sarin'):('saʁd', 'saʁɛ̃'):('Nom', 'Nom'):('d', 'ɛ̃')
41363:('sarde', 'sarran'):('saʁd', 'saʁɑ̃'):('Nom', 'Nom'):('d', 'ɑ̃')
41364:('sarde', 'sarrau'):('saʁd', 'saʁo'):('Nom', 'Nom'):('d', 'o')
41365:('sarde', 'yard'):('saʁd', 'jaʁd'):('Nom', 'Nom'):('s', 'j')
41366:('sûrement', 'sarment'):('syʁmɑ̃', 'saʁmɑ̃'):('Adverbe', 'Nom'):('y', 'a')
41367:('sûrement', 'serment'):('syʁmɑ̃', 'sɛʁmɑ̃'):('Adverbe', 'Nom'):('y', 'ɛ')
41368:('sûrement', 'serrement'):('syʁmɑ̃', 'sɛʁmɑ̃'):('Adverbe', 'Nom'):('y', 'ɛ')
41369:('sûrement', 'sucement'):('syʁmɑ̃', 'sysmɑ̃'):('Adverbe', 'Nom'):('ʁ', 's')
41370:('sargue', 'sari'):('saʁg', 'saʁi'):('Nom', 'Nom'):('g', 'i')
41371:('sargue', 'sarin'):('saʁg', 'saʁɛ̃'):('Nom', 'Nom'):('g', 'ɛ̃')
41372:('sargue', 'sarran'):('saʁg', 'saʁɑ̃'):('Nom', 'Nom'):('g', 'ɑ̃')
41373:('sargue', 'sarrau'):('saʁg', 'saʁo'):('Nom', 'Nom'):('g', 'o')
41374:('sérier', 'sérieux'):('seʁje', 'seʁjø'):('Verbe infinitif', 'Nom'):('e', 'ø')
41375:('sérier', 'sellier'):('seʁje', 'selje'):('Verbe infinitif', 'Nom'):('ʁ', 'l')
41376:('sari', 'sarin'):('saʁi', 'saʁɛ̃'):('Nom', 'Nom'):('i', 'ɛ̃')
41377:('sari', 'sarran'):('saʁi', 'saʁɑ̃'):('Nom', 'Nom'):('i', 'ɑ̃')
41378:('sari', 'sarrau'):('saʁi', 'saʁo'):('Nom', 'Nom'):('i', 'o')
41379:('sari', 'sauris'):('saʁi', 'soʁi'):('Nom', 'Nom'):('a', 'o')
41380:('sari', 'vari'):('saʁi', 'vaʁi'):('Nom', 'Nom'):('s', 'v')
41381:('sarin', 'sarran'):('saʁɛ̃', 'saʁɑ̃'):('Nom', 'Nom'):('ɛ̃', 'ɑ̃')
41382:('sarin', 'sarrau'):('saʁɛ̃', 'saʁo'):('Nom', 'Nom'):('ɛ̃', 'o')
41383:('sarin', 'satin'):('saʁɛ̃', 'satɛ̃'):('Nom', 'Nom'):('ʁ', 't')
41384:('sarin', 'serein'):('saʁɛ̃', 'səʁɛ̃'):('Nom', 'Nom'):('a', 'ə')
41385:('sarin', 'serin'):('saʁɛ̃', 'səʁɛ̃'):('Nom', 'Nom'):('a', 'ə')
41386:('sarin', 'spray'):('saʁɛ̃', 'spʁɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41387:('sarin', 'surin'):('saʁɛ̃', 'syʁɛ̃'):('Nom', 'Nom'):('a', 'y')
41388:('sarin', 'taret'):('saʁɛ̃', 'taʁɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41389:('sarin', 'tarin'):('saʁɛ̃', 'taʁɛ̃'):('Nom', 'Nom'):('s', 't')
41390:('sarkozisme', 'sarkozyste'):('saʁkɔzism', 'saʁkɔzist'):('Nom', 'Nom'):('m', 't')
41391:('sarkozysme', 'sarkozyste'):('saʁkɔzism', 'saʁkɔzist'):('Nom', 'Nom'):('m', 't')
41392:('sarment', 'serment'):('saʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('a', 'ɛ')
41393:('sarment', 'serrement'):('saʁmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('a', 'ɛ')
41394:('sar', 'sas'):('saʁ', 'sas'):('Nom', 'Nom'):('ʁ', 's')
41395:('sar', 'sire'):('saʁ', 'siʁ'):('Nom', 'Nom'):('a', 'i')
41396:('sar', 'sore'):('saʁ', 'sɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
41397:('sar', 'sort'):('saʁ', 'sɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
41398:('sar', 'sourd'):('saʁ', 'suʁ'):('Nom', 'Nom'):('a', 'u')
41399:('sar', 'tard'):('saʁ', 'taʁ'):('Nom', 'Adverbe'):('s', 't')
41400:('sar', 'zar'):('saʁ', 'zaʁ'):('Nom', 'Nom'):('s', 'z')
41401:('sarran', 'sarrau'):('saʁɑ̃', 'saʁo'):('Nom', 'Nom'):('ɑ̃', 'o')
41402:('sarran', 'satan'):('saʁɑ̃', 'satɑ̃'):('Nom', 'Nom'):('ʁ', 't')
41403:('sarran', 'savant'):('saʁɑ̃', 'savɑ̃'):('Nom', 'Nom'):('ʁ', 'v')
41404:('sarran', 'serran'):('saʁɑ̃', 'sɛʁɑ̃'):('Nom', 'Nom'):('a', 'ɛ')
41405:('sarran', 'varan'):('saʁɑ̃', 'vaʁɑ̃'):('Nom', 'Nom'):('s', 'v')
41406:('sarran', 'warrant'):('saʁɑ̃', 'vaʁɑ̃'):('Nom', 'Nom'):('s', 'v')
41407:('sarrau', 'sirop'):('saʁo', 'siʁo'):('Nom', 'Nom'):('a', 'i')
41408:('sarrau', 'sureau'):('saʁo', 'syʁo'):('Nom', 'Nom'):('a', 'y')
41409:('sarrau', 'taro'):('saʁo', 'taʁo'):('Nom', 'Nom'):('s', 't')
41410:('sarrau', 'tarot'):('saʁo', 'taʁo'):('Nom', 'Nom'):('s', 't')
41411:('sarrau', 'tarro'):('saʁo', 'taʁo'):('Nom', 'Nom'):('s', 't')
41412:('sérum', 'surhomme'):('seʁɔm', 'syʁɔm'):('Nom', 'Nom'):('e', 'y')
41413:('sas', 'sauce'):('sas', 'sos'):('Nom', 'Nom'):('a', 'o')
41414:('sas', 'sens'):('sas', 'sɑ̃s'):('Nom', 'Nom'):('a', 'ɑ̃')
41415:('sas', 'six'):('sas', 'sis'):('Nom', 'Nom'):('a', 'i')
41416:('sas', 'yass'):('sas', 'jas'):('Nom', 'Nom'):('s', 'j')
41417:('sasseur', 'suceur'):('sɑsœʁ', 'sysœʁ'):('Nom', 'Nom'):('ɑ', 'y')
41418:('sasseur', 'tenseur'):('sɑsœʁ', 'tɑ̃sœʁ'):('Nom', 'Nom'):('ɑ', 'ɑ̃')
41419:('sataner', 'satiner'):('satane', 'satine'):('Verbe infinitif', 'Verbe infinitif'):('a', 'i')
41420:('sataner', 'satonner'):('satane', 'satɔne'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ')
41421:('sataner', 'tataner'):('satane', 'tatane'):('Verbe infinitif', 'Verbe infinitif'):('s', 't')
41422:('satan', 'satin'):('satɑ̃', 'satɛ̃'):('Nom', 'Nom'):('ɑ̃', 'ɛ̃')
41423:('satan', 'savant'):('satɑ̃', 'savɑ̃'):('Nom', 'Nom'):('t', 'v')
41424:('séteau', 'séton'):('seto', 'setɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41425:('séteau', 'sitôt'):('seto', 'sito'):('Nom', 'Adverbe'):('e', 'i')
41426:('séteau', 'véto'):('seto', 'veto'):('Nom', 'Nom'):('s', 'v')
41427:('séteau', 'veto'):('seto', 'veto'):('Nom', 'Nom'):('s', 'v')
41428:('satiner', 'satonner'):('satine', 'satɔne'):('Verbe infinitif', 'Verbe infinitif'):('i', 'ɔ')
41429:('satin', 'stère'):('satɛ̃', 'stɛʁ'):('Nom', 'Nom'):('ɛ̃', 'ʁ')
41430:('satin', 'steak'):('satɛ̃', 'stɛk'):('Nom', 'Nom'):('ɛ̃', 'k')
41431:('satin', 'step'):('satɛ̃', 'stɛp'):('Nom', 'Nom'):('ɛ̃', 'p')
41432:('satin', 'sthène'):('satɛ̃', 'stɛn'):('Nom', 'Nom'):('ɛ̃', 'n')
41433:('satiriste', 'satyrisme'):('satiʁist', 'satiʁism'):('Nom', 'Nom'):('t', 'm')
41434:('séton', 'stock'):('setɔ̃', 'stɔk'):('Nom', 'Nom'):('ɔ̃', 'k')
41435:('séton', 'stoff'):('setɔ̃', 'stɔf'):('Nom', 'Nom'):('ɔ̃', 'f')
41436:('séton', 'stop'):('setɔ̃', 'stɔp'):('Nom', 'Nom'):('ɔ̃', 'p')
41437:('séton', 'store'):('setɔ̃', 'stɔʁ'):('Nom', 'Nom'):('ɔ̃', 'ʁ')
41438:('séton', 'téton'):('setɔ̃', 'tetɔ̃'):('Nom', 'Nom'):('s', 't')
41439:('satonner', 'savonner'):('satɔne', 'savɔne'):('Verbe infinitif', 'Verbe infinitif'):('t', 'v')
41440:('saturer', 'suturer'):('satyʁe', 'sytyʁe'):('Verbe infinitif', 'Verbe infinitif'):('a', 'y')
41441:('sauce', 'saule'):('sos', 'sol'):('Nom', 'Nom'):('s', 'l')
41442:('sauce', 'sens'):('sos', 'sɑ̃s'):('Nom', 'Nom'):('o', 'ɑ̃')
41443:('sauce', 'six'):('sos', 'sis'):('Nom', 'Nom'):('o', 'i')
41444:('saucer', 'sauner'):('sose', 'sone'):('Verbe infinitif', 'Verbe infinitif'):('s', 'n')
41445:('saucer', 'sauté'):('sose', 'sote'):('Verbe infinitif', 'Nom'):('s', 't')
41446:('saucer', 'sincer'):('sose', 'sɛ̃se'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɛ̃')
41447:('saucer', 'soso'):('sose', 'soso'):('Verbe infinitif', 'Nom'):('e', 'o')
41448:('saucer', 'sucer'):('sose', 'syse'):('Verbe infinitif', 'Verbe infinitif'):('o', 'y')
41449:('saucier', 'saunier'):('sosje', 'sonje'):('Nom', 'Nom'):('s', 'n')
41450:('saucier', 'sautier'):('sosje', 'sotje'):('Nom', 'Nom'):('s', 't')
41451:('saucier', 'soucier'):('sosje', 'susje'):('Nom', 'Verbe infinitif'):('o', 'u')
41452:('saule', 'sel'):('sol', 'sɛl'):('Nom', 'Nom'):('o', 'ɛ')
41453:('saule', 'sil'):('sol', 'sil'):('Nom', 'Nom'):('o', 'i')
41454:('saule', 'sol'):('sol', 'sɔl'):('Nom', 'Nom'):('o', 'ɔ')
41455:('saumoneau', 'saumoner'):('somɔno', 'somɔne'):('Nom', 'Verbe infinitif'):('o', 'e')
41456:('saumon', 'smog'):('somɔ̃', 'smɔg'):('Nom', 'Nom'):('ɔ̃', 'g')
41457:('sauna', 'sauner'):('sona', 'sone'):('Nom', 'Verbe infinitif'):('a', 'e')
41458:('sauna', 'soda'):('sona', 'soda'):('Nom', 'Nom'):('n', 'd')
41459:('sauna', 'sonat'):('sona', 'sɔna'):('Nom', 'Nom'):('o', 'ɔ')
41460:('sauna', 'zona'):('sona', 'zona'):('Nom', 'Nom'):('s', 'z')
41461:('sauner', 'sauté'):('sone', 'sote'):('Verbe infinitif', 'Nom'):('n', 't')
41462:('sauner', 'seiner'):('sone', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɛ')
41463:('sauner', 'sener'):('sone', 'səne'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ə')
41464:('sauner', 'senner'):('sone', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɛ')
41465:('sauner', 'sonner'):('sone', 'sɔne'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɔ')
41466:('sauner', 'zoner'):('sone', 'zone'):('Verbe infinitif', 'Verbe infinitif'):('s', 'z')
41467:('saunier', 'sautier'):('sonje', 'sotje'):('Nom', 'Nom'):('n', 't')
41468:('saurage', 'serrage'):('sɔʁaʒ', 'sɛʁaʒ'):('Nom', 'Nom'):('ɔ', 'ɛ')
41469:('saurage', 'socage'):('sɔʁaʒ', 'sɔkaʒ'):('Nom', 'Nom'):('ʁ', 'k')
41470:('saurage', 'sondage'):('sɔʁaʒ', 'sɔ̃daʒ'):('Nom', 'Nom'):('ɔ', 'ɔ̃')
41471:('saurage', 'sorabe'):('sɔʁaʒ', 'sɔʁab'):('Nom', 'Nom'):('ʒ', 'b')
41472:('saurer', 'seurer'):('sɔʁe', 'søʁe'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'ø')
41473:('saurer', 'sommer'):('sɔʁe', 'sɔme'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'm')
41474:('saurer', 'sonder'):('sɔʁe', 'sɔ̃de'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'ɔ̃')
41475:('saurer', 'songer'):('sɔʁe', 'sɔ̃ʒe'):('Verbe infinitif', 'Verbe infinitif'):('ɔ', 'ɔ̃')
41476:('saurer', 'sonner'):('sɔʁe', 'sɔne'):('Verbe infinitif', 'Verbe infinitif'):('ʁ', 'n')
41477:('saurer', 'soquet'):('sɔʁe', 'sɔke'):('Verbe infinitif', 'Nom'):('ʁ', 'k')
41478:('saurer', 'soron'):('sɔʁe', 'sɔʁɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
41479:('saurien', 'sorbet'):('sɔʁjɛ̃', 'sɔʁbɛ'):('Nom', 'Nom'):('ɛ̃', 'ɛ')
41480:('sauté', 'setter'):('sote', 'sɛte'):('Nom', 'Verbe infinitif'):('o', 'ɛ')
41481:('sauté', 'souter'):('sote', 'sute'):('Nom', 'Verbe infinitif'):('o', 'u')
41482:('sauté', 'synthé'):('sote', 'sɛ̃te'):('Nom', 'Nom'):('o', 'ɛ̃')
41483:('sauterne', 'sauternes'):('sɔtɛʁn', 'sotɛʁn'):('Nom', 'Nom'):('ɔ', 'o')
41484:('sautier', 'sentier'):('sotje', 'sɑ̃tje'):('Nom', 'Nom'):('o', 'ɑ̃')
41485:('sautier', 'soutier'):('sotje', 'sutje'):('Nom', 'Nom'):('o', 'u')
41486:('sautiller', 'scintiller'):('sotije', 'sɛ̃tije'):('Verbe infinitif', 'Verbe infinitif'):('o', 'ɛ̃')
41487:('saut', 'seing'):('so', 'sɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
41488:('saut', 'sein'):('so', 'sɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
41489:('saut', 'show'):('so', 'ʃo'):('Nom', 'Nom'):('s', 'ʃ')
41490:('saut', 'si'):('so', 'si'):('Nom', 'Nom'):('o', 'i')
41491:('saut', 'si'):('so', 'si'):('Nom', 'Adverbe'):('o', 'i')
41492:('saut', 'son'):('so', 'sɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41493:('saut', 'sou'):('so', 'su'):('Nom', 'Nom'):('o', 'u')
41494:('saut', 'tôt'):('so', 'to'):('Nom', 'Adverbe'):('s', 't')
41495:('saut', 'taud'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41496:('saut', 'tau'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41497:('saut', 'taux'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41498:('saut', 'vau'):('so', 'vo'):('Nom', 'Nom'):('s', 'v')
41499:('saut', 'veau'):('so', 'vo'):('Nom', 'Nom'):('s', 'v')
41500:('savant', 'savon'):('savɑ̃', 'savɔ̃'):('Nom', 'Nom'):('ɑ̃', 'ɔ̃')
41501:('savant', 'souvent'):('savɑ̃', 'suvɑ̃'):('Nom', 'Adverbe'):('a', 'u')
41502:('sévice', 'sévir'):('sevis', 'seviʁ'):('Nom', 'Verbe infinitif'):('s', 'ʁ')
41503:('saxe', 'sexe'):('saks', 'sɛks'):('Nom', 'Nom'):('a', 'ɛ')
41504:('saxo', 'taxon'):('saksɔ', 'taksɔ̃'):('Nom', 'Nom'):('ɔ', 'ɔ̃')
41505:('saxon', 'taxon'):('saksɔ̃', 'taksɔ̃'):('Nom', 'Nom'):('s', 't')
41506:('saye', 'scaber'):('sɛj', 'sɛp'):('Nom', 'Nom'):('j', 'p')
41507:('saye', 'scinque'):('sɛj', 'sɛ̃k'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41508:('saye', 'sec'):('sɛj', 'sɛk'):('Nom', 'Nom'):('j', 'k')
41509:('saye', 'sec'):('sɛj', 'sɛk'):('Nom', 'Adverbe'):('j', 'k')
41510:('saye', 'seize'):('sɛj', 'sɛz'):('Nom', 'Nom'):('j', 'z')
41511:('saye', 'sel'):('sɛj', 'sɛl'):('Nom', 'Nom'):('j', 'l')
41512:('saye', 'sen'):('sɛj', 'sɛn'):('Nom', 'Nom'):('j', 'n')
41513:('saye', 'sep'):('sɛj', 'sɛp'):('Nom', 'Nom'):('j', 'p')
41514:('saye', 'set'):('sɛj', 'sɛt'):('Nom', 'Nom'):('j', 't')
41515:('saye', 'seuil'):('sɛj', 'sœj'):('Nom', 'Nom'):('ɛ', 'œ')
41516:('saye', 'singe'):('sɛj', 'sɛ̃ʒ'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41517:('saye', 'soin'):('sɛj', 'swɛ̃'):('Nom', 'Nom'):('j', 'ɛ̃')
41518:('saye', 'suint'):('sɛj', 'sɥɛ̃'):('Nom', 'Nom'):('j', 'ɛ̃')
41519:('sayon', 'sciotte'):('sɛjɔ̃', 'sjɔt'):('Nom', 'Nom'):('ɔ̃', 't')
41520:('sayon', 'sillon'):('sɛjɔ̃', 'sijɔ̃'):('Nom', 'Nom'):('ɛ', 'i')
41521:('sayon', 'sium'):('sɛjɔ̃', 'sjɔm'):('Nom', 'Nom'):('ɔ̃', 'm')
41522:('sayon', 'souillon'):('sɛjɔ̃', 'sujɔ̃'):('Nom', 'Nom'):('ɛ', 'u')
41523:('scaber', 'scinque'):('sɛp', 'sɛ̃k'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41524:('scaber', 'sec'):('sɛp', 'sɛk'):('Nom', 'Nom'):('p', 'k')
41525:('scaber', 'sec'):('sɛp', 'sɛk'):('Nom', 'Adverbe'):('p', 'k')
41526:('scaber', 'seize'):('sɛp', 'sɛz'):('Nom', 'Nom'):('p', 'z')
41527:('scaber', 'sel'):('sɛp', 'sɛl'):('Nom', 'Nom'):('p', 'l')
41528:('scaber', 'sen'):('sɛp', 'sɛn'):('Nom', 'Nom'):('p', 'n')
41529:('scaber', 'set'):('sɛp', 'sɛt'):('Nom', 'Nom'):('p', 't')
41530:('scaber', 'singe'):('sɛp', 'sɛ̃ʒ'):('Nom', 'Nom'):('ɛ', 'ɛ̃')
41531:('scaber', 'soin'):('sɛp', 'swɛ̃'):('Nom', 'Nom'):('p', 'ɛ̃')
41532:('scaber', 'suint'):('sɛp', 'sɥɛ̃'):('Nom', 'Nom'):('p', 'ɛ̃')
41533:('scan', 'scare'):('skan', 'skaʁ'):('Nom', 'Nom'):('n', 'ʁ')
41534:('scan', 'scat'):('skan', 'skat'):('Nom', 'Nom'):('n', 't')
41535:('scan', 'skaï'):('skan', 'skaj'):('Nom', 'Nom'):('n', 'j')
41536:('scan', 'skin'):('skan', 'skin'):('Nom', 'Nom'):('a', 'i')
41537:('scanner', 'schooner'):('skanœʁ', 'skunœʁ'):('Nom', 'Nom'):('a', 'u')
41538:('scanner', 'skinneur'):('skanœʁ', 'skinœʁ'):('Nom', 'Nom'):('a', 'i')
41539:('scanneur', 'schooner'):('skanœʁ', 'skunœʁ'):('Nom', 'Nom'):('a', 'u')
41540:('scanneur', 'skinneur'):('skanœʁ', 'skinœʁ'):('Nom', 'Nom'):('a', 'i')
41541:('scare', 'scat'):('skaʁ', 'skat'):('Nom', 'Nom'):('ʁ', 't')
41542:('scare', 'score'):('skaʁ', 'skɔʁ'):('Nom', 'Nom'):('a', 'ɔ')
41543:('scare', 'seoir'):('skaʁ', 'swaʁ'):('Nom', 'Verbe infinitif'):('k', 'w')
41544:('scare', 'skaï'):('skaʁ', 'skaj'):('Nom', 'Nom'):('ʁ', 'j')
41545:('scare', 'soir'):('skaʁ', 'swaʁ'):('Nom', 'Nom'):('k', 'w')
41546:('scarifier', 'scorifier'):('skaʁifje', 'skɔʁifje'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɔ')
41547:('scarifier', 'starifier'):('skaʁifje', 'staʁifje'):('Verbe infinitif', 'Verbe infinitif'):('k', 't')
41548:('scat', 'skaï'):('skat', 'skaj'):('Nom', 'Nom'):('t', 'j')
41549:('scat', 'skate'):('skat', 'skɛt'):('Nom', 'Nom'):('a', 'ɛ')
41550:('scat', 'skit'):('skat', 'skit'):('Nom', 'Nom'):('a', 'i')
41551:('scat', 'soit'):('skat', 'swat'):('Nom', 'Adverbe'):('k', 'w')
41552:('sceau', 'seing'):('so', 'sɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
41553:('sceau', 'sein'):('so', 'sɛ̃'):('Nom', 'Nom'):('o', 'ɛ̃')
41554:('sceau', 'show'):('so', 'ʃo'):('Nom', 'Nom'):('s', 'ʃ')
41555:('sceau', 'si'):('so', 'si'):('Nom', 'Nom'):('o', 'i')
41556:('sceau', 'si'):('so', 'si'):('Nom', 'Adverbe'):('o', 'i')
41557:('sceau', 'son'):('so', 'sɔ̃'):('Nom', 'Nom'):('o', 'ɔ̃')
41558:('sceau', 'sou'):('so', 'su'):('Nom', 'Nom'):('o', 'u')
41559:('sceau', 'tôt'):('so', 'to'):('Nom', 'Adverbe'):('s', 't')
41560:('sceau', 'taud'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41561:('sceau', 'tau'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41562:('sceau', 'taux'):('so', 'to'):('Nom', 'Nom'):('s', 't')
41563:('sceau', 'vau'):('so', 'vo'):('Nom', 'Nom'):('s', 'v')
41564:('sceau', 'veau'):('so', 'vo'):('Nom', 'Nom'):('s', 'v')
41565:('scellage', 'serrage'):('sɛlaʒ', 'sɛʁaʒ'):('Nom', 'Nom'):('l', 'ʁ')
41566:('scellage', 'vêlage'):('sɛlaʒ', 'vɛlaʒ'):('Nom', 'Nom'):('s', 'v')
41567:('scellement', 'segment'):('sɛlmɑ̃', 'sɛgmɑ̃'):('Nom', 'Nom'):('l', 'g')
41568:('scellement', 'serment'):('sɛlmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('l', 'ʁ')
41569:('scellement', 'serrement'):('sɛlmɑ̃', 'sɛʁmɑ̃'):('Nom', 'Nom'):('l', 'ʁ')
41570:('scellement', 'seulement'):('sɛlmɑ̃', 'sœlmɑ̃'):('Nom', 'Adverbe'):('ɛ', 'œ')
41571:('scellement', 'tellement'):('sɛlmɑ̃', 'tɛlmɑ̃'):('Nom', 'Adverbe'):('s', 't')
41572:('sceller', 'secher'):('sele', 'seʃe'):('Verbe infinitif', 'Verbe infinitif'):('l', 'ʃ')
41573:('sceller', 'soûler'):('sele', 'sule'):('Verbe infinitif', 'Verbe infinitif'):('e', 'u')
41574:('sceller', 'souler'):('sele', 'sule'):('Verbe infinitif', 'Verbe infinitif'):('e', 'u')
41575:('sceller', 'vêler'):('sele', 'vele'):('Verbe infinitif', 'Verbe infinitif'):('s', 'v')
41576:('scelleur', 'serreur'):('sɛlœʁ', 'sɛʁœʁ'):('Nom', 'Nom'):('l', 'ʁ')
41577:('scelleur', 'setter'):('sɛlœʁ', 'sɛtœʁ'):('Nom', 'Nom'):('l', 't')
41578:('sceptre', 'septain'):('sɛptʁ', 'sɛptɛ̃'):('Nom', 'Nom'):('ʁ', 'ɛ̃')
41579:('schah', 'show'):('ʃa', 'ʃo'):('Nom', 'Nom'):('a', 'o')
41580:('schako', 'tacon'):('ʃakɔ', 'takɔ̃'):('Nom', 'Nom'):('ɔ', 'ɔ̃')
41581:('schématiquement', 'thématiquement'):('ʃematikmɑ̃', 'tematikmɑ̃'):('Adverbe', 'Adverbe'):('ʃ', 't')
41582:('schématiser', 'thématiser'):('ʃematize', 'tematize'):('Verbe infinitif', 'Verbe infinitif'):('ʃ', 't')
41583:('schème', 'shed'):('ʃɛm', 'ʃɛd'):('Nom', 'Nom'):('m', 'd')
41584:('schème', 'thème'):('ʃɛm', 'tɛm'):('Nom', 'Nom'):('ʃ', 't')
41585:('schelem', 'schlamm'):('ʃlɛm', 'ʃlam'):('Nom', 'Nom'):('ɛ', 'a')
41586:('schisme', 'schiste'):('ʃism', 'ʃist'):('Nom', 'Nom'):('m', 't')
41587:('schiste', 'shift'):('ʃist', 'ʃift'):('Nom', 'Nom'):('s', 'f')
41588:('schiste', 'whist'):('ʃist', 'wist'):('Nom', 'Nom'):('ʃ', 'w')
41589:('schiste', 'ziste'):('ʃist', 'zist'):('Nom', 'Nom'):('ʃ', 'z')
41590:('schiste', 'zist'):('ʃist', 'zist'):('Nom', 'Nom'):('ʃ', 'z')
41591:('schlaguer', 'schlinguer'):('ʃlage', 'ʃlɛ̃ge'):('Verbe infinitif', 'Verbe infinitif'):('a', 'ɛ̃')
41592:('schlamm', 'schlass'):('ʃlam', 'ʃlas'):('Nom', 'Nom'):('m', 's')
41593:('schlamm', 'slam'):('ʃlam', 'slam'):('Nom', 'Nom'):('ʃ', 's')
41594:('schlich', 'schlouk'):('ʃlik', 'ʃluk'):('Nom', 'Nom'):('i', 'u')
41595:('schlich', 'schnick'):('ʃlik', 'ʃnik'):('Nom', 'Nom'):('l', 'n')
41596:('schlich', 'slick'):('ʃlik', 'slik'):('Nom', 'Nom'):('ʃ', 's')
41597:('schneck', 'schnick'):('ʃnɛk', 'ʃnik'):('Nom', 'Nom'):('ɛ', 'i')
41598:('schneck', 'schnock'):('ʃnɛk', 'ʃnɔk'):('Nom', 'Nom'):('ɛ', 'ɔ')
41599:('schneck', 'schnoque'):('ʃnɛk', 'ʃnɔk'):('Nom', 'Nom'):('ɛ', 'ɔ')
41600:('schnick', 'schnock'):('ʃnik', 'ʃnɔk'):('Nom', 'Nom'):('i', 'ɔ')
41601:('schnick', 'schnoque'):('ʃnik', 'ʃnɔk'):('Nom', 'Nom'):('i', 'ɔ')
41602:('schooner', 'scooter'):('skunœʁ', 'skutœʁ'):('Nom', 'Nom'):('n', 't')
41603:('schooner', 'scouteur'):('skunœʁ', 'skutœʁ'):('Nom', 'Nom'):('n', 't')
41604:('schooner', 'skinneur'):('skunœʁ', 'skinœʁ'):('Nom', 'Nom'):('u', 'i')
41605:('schuss', 'shoot'):('ʃus', 'ʃut'):('Nom', 'Nom'):('s', 't')
41606:('schuss', 'shoot'):('ʃus', 'ʃut'):('Adverbe', 'Nom'):('s', 't')
41607:('sciage', 'siège'):('sjaʒ', 'sjɛʒ'):('Nom', 'Nom'):('a', 'ɛ')
41608:('sciage', 'stage'):('sjaʒ', 'staʒ'):('Nom', 'Nom'):('j', 't')
41609:('sciage', 'suage'):('sjaʒ', 'sɥaʒ'):('Nom', 'Nom'):('j', 'ɥ')
41610:('scientisme', 'scientiste'):('sjɑ̃tism', 'sjɑ̃tist'):('Nom', 'Nom'):('m', 't')
41611:('scier', 'scion'):('sje', 'sjɔ̃'):('Verbe infinitif', 'Nom'):('e', 'ɔ̃')
41612:('scier', 'stérilisateur'):('sje', 'ste'):('Verbe infinitif', 'Nom'):('j', 't')
41613:('scier', 'suer'):('sje', 'sɥe'):('Verbe infinitif', 'Verbe infinitif'):('j', 'ɥ')
41614:('scier', 'vier'):('sje', 'vje'):('Verbe infinitif', 'Nom'):('s', 'v')
41615:('scinder', 'sedge'):('sɛ̃de', 'sɛdʒ'):('Verbe infinitif', 'Nom'):('ɛ̃', 'ɛ')
41616:('scinder', 'seiner'):('sɛ̃de', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
41617:('scinder', 'senner'):('sɛ̃de', 'sɛne'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
41618:('scinder', 'setter'):('sɛ̃de', 'sɛte'):('Verbe infinitif', 'Verbe infinitif'):('ɛ̃', 'ɛ')
